freq	prev	p.freq	p.prev	p	contaminant
53457	6.31366832749663e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
857417	4.88134209521237e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
53458	2.63042259022639e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
262209	4.80434490224199e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
2805645	0	0	NA	NA	NA	FALSE
443156	0.000476978041071523	13	NA	0.770114942528736	0.770114942528736	FALSE
53355	0	0	NA	NA	NA	FALSE
150395	9.71329216221519e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
2805426	0	0	NA	NA	NA	FALSE
57499	0	0	NA	NA	NA	FALSE
1276	1.40489345463652e-07	1	NA	NA	NA	FALSE
85023	0.000708573355676404	16	NA	0.984948002189381	0.984948002189381	FALSE
46352	8.63044009099807e-05	14	NA	0.971264367816092	0.971264367816092	FALSE
684552	4.37264597823467e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
399736	3.77945650217455e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
33877	0.000230431665121217	16	NA	0.984948002189381	0.984948002189381	FALSE
205332	2.18259121594344e-06	1	NA	NA	NA	FALSE
453304	2.39927065866647e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
589382	4.02896070281674e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
1573	6.66797007027546e-06	6	NA	0.813586796345417	0.813586796345417	FALSE
28447	9.0209079052884e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
1759331	0	0	NA	NA	NA	FALSE
1619308	6.56357947927585e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
69578	4.59067928330237e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
670052	2.47182306057994e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
2034	5.60254927791577e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
2035	3.44198896385947e-06	1	NA	NA	NA	FALSE
69373	2.73990743201273e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1793722	0.00188255656599696	3	NA	0.68527640941434	0.68527640941434	FALSE
1561023	2.51146729859678e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
447237	5.23954931141356e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
1446794	3.93718788755091e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1195526	0.000171224376619495	7	NA	0.846006483937518	0.846006483937518	FALSE
427753	3.75154178721634e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
110932	2.58847003203283e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
1575	6.19050488693703e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
1798223	7.09431525564e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
55968	5.12473711957857e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
1935379	4.081726683007e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1434018	5.49175875265122e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
33882	0.0005949906832306	16	NA	0.984948002189381	0.984948002189381	FALSE
36805	3.5514093155229e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
84292	1.58212268879011e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
104336	0.000189928484584136	14	NA	0.971264367816092	0.971264367816092	FALSE
162426	2.80040080344895e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1072463	2.17328135180501e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
273677	1.03169449496239e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
82380	4.9254556550502e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
300019	2.24794436612657e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
370764	2.50303240405955e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
904291	4.30797875021328e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
2033	0	0	NA	NA	NA	FALSE
1916917	1.07476494890567e-05	1	NA	NA	NA	FALSE
1906742	2.40638452588379e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
912630	9.6265913818205e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
614068	1.9886143776361e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1714373	4.44900219033104e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
1795053	2.73978582995062e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1938334	2.28425762588226e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
367477	3.52815562415238e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
337004	0	0	NA	NA	NA	FALSE
279828	4.15023303312107e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
518733	0	0	NA	NA	NA	FALSE
412690	4.54784943320458e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
76634	2.46706375973728e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
190323	2.99354932399879e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
150123	2.58405305466119e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
33886	3.41124265024862e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
110937	0	0	NA	NA	NA	FALSE
59737	1.83428399068234e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1891671	4.74936417887056e-06	1	NA	NA	NA	FALSE
33887	8.94582672107454e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
145458	1.09129560797172e-05	1	NA	NA	NA	FALSE
33888	3.07881773399017e-06	1	NA	NA	NA	FALSE
235888	4.90278755352806e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1268	0.000654382018320955	16	NA	0.984948002189381	0.984948002189381	FALSE
1663	0.000721200582890433	16	NA	0.984948002189381	0.984948002189381	FALSE
37921	7.45980599732258e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
656366	0.000188330027032594	12	NA	0.949896846448571	0.949896846448571	FALSE
37928	3.97493715927424e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1771959	7.92083912612173e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
447032	1.06669700827045e-05	1	NA	NA	NA	FALSE
1704044	0.000100305507611637	10	NA	0.918403435644815	0.918403435644815	FALSE
290399	5.08585072551439e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
1588021	4.06869991112149e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1588023	3.0130178214744e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1571833	2.22702870755618e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1357915	6.36544360350788e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
1118963	9.71329216221519e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
1849032	3.29395546068332e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1652545	1.31271589585517e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
1806905	1.31271589585517e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
169133	3.18850925406541e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1742989	1.01119102168908e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
162496	4.98233761316139e-06	1	NA	NA	NA	FALSE
57493	0.000138634071822494	14	NA	0.971264367816092	0.971264367816092	FALSE
446860	2.70545211382957e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1049583	4.98233761316139e-06	1	NA	NA	NA	FALSE
71999	8.20553516920192e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
72000	0	0	NA	NA	NA	FALSE
1275	4.95550007227137e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
388357	2.04795115823059e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
1269	7.41514136255465e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
1270	2.68188225563332e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1179670	0.000344827586206897	1	NA	NA	NA	FALSE
57494	1.06730652218042e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
1742992	0	0	NA	NA	NA	FALSE
43663	0	0	NA	NA	NA	FALSE
1742993	0.00019169765052754	16	NA	0.984948002189381	0.984948002189381	FALSE
85085	0	0	NA	NA	NA	FALSE
728066	1.74369295719151e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
361575	0	0	NA	NA	NA	FALSE
121292	0.000103711849132322	8	NA	0.874005305039788	0.874005305039788	FALSE
2078575	0	0	NA	NA	NA	FALSE
1618207	3.07881773399017e-06	1	NA	NA	NA	FALSE
1645	0	0	NA	NA	NA	FALSE
1646	0	0	NA	NA	NA	FALSE
32207	3.37174429112764e-06	1	NA	NA	NA	FALSE
2047	4.91172403969655e-06	1	NA	NA	NA	FALSE
43675	2.45586201984828e-06	1	NA	NA	NA	FALSE
596707	0.000108612625488921	14	NA	0.971264367816092	0.971264367816092	FALSE
37927	0.00013499461693349	12	NA	0.949896846448571	0.949896846448571	FALSE
370735	3.6059772679193e-06	1	NA	NA	NA	FALSE
2805590	2.13000970192185e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
125287	0.000250516309588655	16	NA	0.984948002189381	0.984948002189381	FALSE
265976	0.000129903589422	16	NA	0.984948002189381	0.984948002189381	FALSE
767452	3.85303118271984e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
1758689	2.30024549638789e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
247333	0	0	NA	NA	NA	FALSE
1078471	3.04787436330667e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
85017	8.72331157334223e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
157920	0.00011214758091121	14	NA	0.971264367816092	0.971264367816092	FALSE
1710	4.763005278374e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
254250	2.80597714288301e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
372663	0	0	NA	NA	NA	FALSE
139208	0	0	NA	NA	NA	FALSE
228972	4.57921831228576e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
289244	4.22821902821335e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
186188	0	0	NA	NA	NA	FALSE
186189	0	0	NA	NA	NA	FALSE
1331736	0	0	NA	NA	NA	FALSE
626119	2.51000407734582e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
145360	0	0	NA	NA	NA	FALSE
60919	0	0	NA	NA	NA	FALSE
60920	0	0	NA	NA	NA	FALSE
2805591	0	0	NA	NA	NA	FALSE
2038	0	0	NA	NA	NA	FALSE
2039	1.20943406915685e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
85008	0	0	NA	NA	NA	FALSE
28056	0.00125759351134971	18	NA	0.993052924087407	0.993052924087407	FALSE
1865	0.000147053826458514	13	NA	0.961685823754789	0.961685823754789	FALSE
113562	8.40476894123823e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
196914	0	0	NA	NA	NA	FALSE
1866	3.68669044655738e-08	1	NA	NA	NA	FALSE
1867	0	0	NA	NA	NA	FALSE
649831	0.000167640672907106	14	NA	0.971264367816092	0.971264367816092	FALSE
946334	0.000103313527557143	11	NA	0.935581659719591	0.935581659719591	FALSE
134676	0.000164453200232859	16	NA	0.984948002189381	0.984948002189381	FALSE
1873	0.00464764749930702	18	NA	0.993052924087407	0.993052924087407	FALSE
47850	3.66485669109298e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
261654	9.08116778174154e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
356851	7.06937214155466e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
285665	0.000131403541667569	16	NA	0.984948002189381	0.984948002189381	FALSE
356852	5.39698579582273e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
47857	0.000165073094894776	15	NA	0.978927203065134	0.978927203065134	FALSE
47858	0.000106986150365543	13	NA	0.961685823754789	0.961685823754789	FALSE
1877	0.000128789774069655	15	NA	0.978927203065134	0.978927203065134	FALSE
47865	0.000358172069854796	16	NA	0.984948002189381	0.984948002189381	FALSE
307121	8.83488789595984e-05	14	NA	0.971264367816092	0.971264367816092	FALSE
1003110	0	0	NA	NA	NA	FALSE
299146	0.000101725685367679	13	NA	0.961685823754789	0.961685823754789	FALSE
47872	0.000111785996836	11	NA	0.935581659719591	0.935581659719591	FALSE
291594	8.04747274133769e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
299152	6.93552658763502e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
479978	2.95348441265744e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
1881	0.000199423661232927	15	NA	0.978927203065134	0.978927203065134	FALSE
709883	4.86303974841987e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
709864	3.07881773399017e-06	1	NA	NA	NA	FALSE
648999	1.47557550592257e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
1187853	3.56202313415292e-06	1	NA	NA	NA	FALSE
1182970	4.29905979562268e-06	1	NA	NA	NA	FALSE
673534	0.000575710985473317	17	NA	0.98957938613111	0.98957938613111	FALSE
168694	4.40735432875404e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
168697	7.02446727318258e-08	1	NA	NA	NA	FALSE
351187	4.38098826333241e-06	1	NA	NA	NA	FALSE
168695	0	0	NA	NA	NA	FALSE
1643684	0	0	NA	NA	NA	FALSE
85031	0	0	NA	NA	NA	FALSE
53460	2.77841350101258e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
53461	0	0	NA	NA	NA	FALSE
1090615	0.000217382066193458	9	NA	0.898004294556019	0.898004294556019	FALSE
1902245	1.06163731659549e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
85009	0.000216496539731533	15	NA	0.978927203065134	0.978927203065134	FALSE
2805400	0	0	NA	NA	NA	FALSE
117156	2.25328170764504e-07	1	NA	NA	NA	FALSE
117157	0.000331156506777433	15	NA	0.978927203065134	0.978927203065134	FALSE
2726069	0	0	NA	NA	NA	FALSE
182639	1.60116982126472e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
182640	4.62062826682544e-07	1	NA	NA	NA	FALSE
85015	0.000671729242170994	16	NA	0.984948002189381	0.984948002189381	FALSE
2040	0.000152134612313927	14	NA	0.971264367816092	0.971264367816092	FALSE
1736691	8.76780126224369e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
2041	0.000105908231273866	13	NA	0.961685823754789	0.961685823754789	FALSE
53387	0	0	NA	NA	NA	FALSE
546871	9.84895386838683e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
86795	0	0	NA	NA	NA	FALSE
642780	0.000209550110219126	15	NA	0.978927203065134	0.978927203065134	FALSE
116071	0	0	NA	NA	NA	FALSE
75385	2.60840776207405e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1839	0.00233503261678365	17	NA	0.98957938613111	0.98957938613111	FALSE
1804624	7.3045296399285e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
402297	0.000218046203716217	14	NA	0.971264367816092	0.971264367816092	FALSE
450734	0	0	NA	NA	NA	FALSE
449461	0.000255784993667501	16	NA	0.984948002189381	0.984948002189381	FALSE
520089	3.07881773399017e-06	1	NA	NA	NA	FALSE
196162	0.000449622050265022	16	NA	0.984948002189381	0.984948002189381	FALSE
2044	6.29812481344399e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
2045	0.000155889069197108	12	NA	0.949896846448571	0.949896846448571	FALSE
31957	0.000162324982831316	14	NA	0.971264367816092	0.971264367816092	FALSE
1912215	4.0100777390777e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
1748	2.58068331259017e-06	1	NA	NA	NA	FALSE
1749	3.08636193121786e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
2801844	0	0	NA	NA	NA	FALSE
1750	1.13844706448189e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1278221	0	0	NA	NA	NA	FALSE
675864	6.32499284078604e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
1912216	6.64610866707619e-06	3	NA	0.68527640941434	0.68527640941434	FALSE
1747	7.68646742559176e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
33010	7.85471648985753e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
33011	4.36518243188689e-06	1	NA	NA	NA	FALSE
29404	0.000133914463994335	14	NA	0.971264367816092	0.971264367816092	FALSE
29405	0	0	NA	NA	NA	FALSE
546874	7.20989802128517e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
630515	0.000115561232652915	14	NA	0.971264367816092	0.971264367816092	FALSE
1743	3.60435397943633e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
556499	2.89932137163308e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
119981	2.34295746504511e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1744	3.22069762613726e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
72763	0.000151306370641865	15	NA	0.978927203065134	0.978927203065134	FALSE
399497	3.31748764876707e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1610493	1.97592711018377e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
1909732	3.54116691650831e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
85010	0	0	NA	NA	NA	FALSE
2070	0.00267072233241958	17	NA	0.98957938613111	0.98957938613111	FALSE
65496	0.000356192735820624	16	NA	0.984948002189381	0.984948002189381	FALSE
1612552	1.86351661566947e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1470176	0.000124845841043714	12	NA	0.949896846448571	0.949896846448571	FALSE
340345	8.84271817123129e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
40566	0.000282149583649005	16	NA	0.984948002189381	0.984948002189381	FALSE
40567	0	0	NA	NA	NA	FALSE
42197	7.34660061080926e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
674734	0	0	NA	NA	NA	FALSE
1653480	0.000395544191427758	16	NA	0.984948002189381	0.984948002189381	FALSE
1137960	0	0	NA	NA	NA	FALSE
211114	0.00181683620944564	16	NA	0.984948002189381	0.984948002189381	FALSE
1813	0.000529552498594734	16	NA	0.984948002189381	0.984948002189381	FALSE
1804986	0.000407043023515355	15	NA	0.978927203065134	0.978927203065134	FALSE
346045	4.91172403969655e-06	1	NA	NA	NA	FALSE
208439	8.26104583177694e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
129921	0.000175642706876575	14	NA	0.971264367816092	0.971264367816092	FALSE
33910	0.00039955196789853	16	NA	0.984948002189381	0.984948002189381	FALSE
1814	0	0	NA	NA	NA	FALSE
31958	0.000155574377208364	13	NA	0.961685823754789	0.961685823754789	FALSE
1896961	0.000177157614150542	15	NA	0.978927203065134	0.978927203065134	FALSE
1447705	0.000189115281190551	16	NA	0.984948002189381	0.984948002189381	FALSE
2029	0.000305987084984132	14	NA	0.971264367816092	0.971264367816092	FALSE
860235	0.000518764306127135	16	NA	0.984948002189381	0.984948002189381	FALSE
703222	0.000630116936367217	15	NA	0.978927203065134	0.978927203065134	FALSE
43356	3.51223363659129e-07	1	NA	NA	NA	FALSE
43357	6.60089752403635e-08	1	NA	NA	NA	FALSE
165301	8.78465042546867e-07	3	NA	0.68527640941434	0.68527640941434	FALSE
1586287	0.00079144480021383	16	NA	0.984948002189381	0.984948002189381	FALSE
142577	0	0	NA	NA	NA	FALSE
530584	9.519551521592e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
1847	0.000229184449109043	14	NA	0.971264367816092	0.971264367816092	FALSE
260086	4.38098826333241e-06	1	NA	NA	NA	FALSE
2074	0.00024798644470405	16	NA	0.984948002189381	0.984948002189381	FALSE
33911	1.42226267769394e-05	1	NA	NA	NA	FALSE
240495	2.18500040051058e-07	1	NA	NA	NA	FALSE
1848	4.74936417887056e-06	1	NA	NA	NA	FALSE
58107	0.00016864733593425	1	NA	NA	NA	FALSE
445576	8.05104423373055e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
1096856	4.74936417887056e-06	1	NA	NA	NA	FALSE
1096868	2.06917705928765e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1641402	9.66597536994945e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
1690815	0.000192469033298777	15	NA	0.978927203065134	0.978927203065134	FALSE
1851	0.000195863756272197	15	NA	0.978927203065134	0.978927203065134	FALSE
1852	0	0	NA	NA	NA	FALSE
1835	4.49267544426936e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
1836	0.00231949936924279	18	NA	0.993052924087407	0.993052924087407	FALSE
1837	2.45586201984828e-06	1	NA	NA	NA	FALSE
1838	7.04041078450124e-06	1	NA	NA	NA	FALSE
333966	5.86700898708437e-06	1	NA	NA	NA	FALSE
60894	7.1113133884697e-06	1	NA	NA	NA	FALSE
2071	2.42987388424775e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
103731	0	0	NA	NA	NA	FALSE
1415542	4.91172403969655e-06	1	NA	NA	NA	FALSE
2016	0	0	NA	NA	NA	FALSE
2017	2.45586201984828e-06	1	NA	NA	NA	FALSE
85011	1.40489345463652e-07	1	NA	NA	NA	FALSE
2062	0.00823100788329523	20	NA	0.997347480106101	0.997347480106101	FALSE
2063	0.000176824150344562	14	NA	0.971264367816092	0.971264367816092	FALSE
2066	0	0	NA	NA	NA	FALSE
228398	0.000181367799561468	14	NA	0.971264367816092	0.971264367816092	FALSE
1883	0.0700034289249421	21	NA	0.998526377836723	0.998526377836723	FALSE
371608	0	0	NA	NA	NA	FALSE
1885	0.000156706283804281	13	NA	0.961685823754789	0.961685823754789	FALSE
1886	3.14290263809465e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
1902	3.6059772679193e-06	1	NA	NA	NA	FALSE
42239	2.18259121594344e-06	1	NA	NA	NA	FALSE
1940	0.000131235844640937	13	NA	0.961685823754789	0.961685823754789	FALSE
67267	0.0002375353851541	12	NA	0.949896846448571	0.949896846448571	FALSE
1887	2.41013645681928e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
68570	6.48118235428574e-05	14	NA	0.971264367816092	0.971264367816092	FALSE
1888	0.000167704494273401	14	NA	0.971264367816092	0.971264367816092	FALSE
1642299	2.18259121594344e-06	1	NA	NA	NA	FALSE
1889	2.44439356700818e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
115647	8.04960020302782e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
1890	2.45586201984828e-06	1	NA	NA	NA	FALSE
41951	3.07881773399017e-06	1	NA	NA	NA	FALSE
83291	0.000333425975318191	15	NA	0.978927203065134	0.978927203065134	FALSE
1893	0.000193081729624329	14	NA	0.971264367816092	0.971264367816092	FALSE
132473	0.000119183753029371	11	NA	0.935581659719591	0.935581659719591	FALSE
188770	3.26867927678903e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1783515	0.000178455484456862	15	NA	0.978927203065134	0.978927203065134	FALSE
75293	1.56312485080989e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
33903	2.19933282502047e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
379067	0	0	NA	NA	NA	FALSE
29303	0.000317771272705228	16	NA	0.984948002189381	0.984948002189381	FALSE
67258	6.36544360350788e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
1969	0.000748145924960113	16	NA	0.984948002189381	0.984948002189381	FALSE
67260	6.5751279237716e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
1901	8.43755171855e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
116188	0.000229238576756977	15	NA	0.978927203065134	0.978927203065134	FALSE
42684	4.70245315246923e-07	3	NA	0.68527640941434	0.68527640941434	FALSE
1653203	2.45586201984828e-06	1	NA	NA	NA	FALSE
68192	0	0	NA	NA	NA	FALSE
80860	7.1113133884697e-06	1	NA	NA	NA	FALSE
348043	0.000339807233161846	15	NA	0.978927203065134	0.978927203065134	FALSE
1956	4.36518243188689e-06	1	NA	NA	NA	FALSE
1905	0.000159742906761068	12	NA	0.949896846448571	0.949896846448571	FALSE
236510	2.18259121594344e-06	1	NA	NA	NA	FALSE
67294	2.45586201984828e-06	1	NA	NA	NA	FALSE
67297	4.38098826333241e-06	1	NA	NA	NA	FALSE
1616117	8.17059242169405e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
1906	1.17837541012053e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
68203	0.000127158542737357	15	NA	0.978927203065134	0.978927203065134	FALSE
33899	0.000113210490315359	13	NA	0.961685823754789	0.961685823754789	FALSE
553510	0.000942423100992036	15	NA	0.978927203065134	0.978927203065134	FALSE
1907	0.000122517777579048	14	NA	0.971264367816092	0.971264367816092	FALSE
68209	0.000109077123341632	11	NA	0.935581659719591	0.935581659719591	FALSE
68214	0.00139208545198525	19	NA	0.995579133510168	0.995579133510168	FALSE
67372	3.74823617902583e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
67304	0.000883611821728966	17	NA	0.98957938613111	0.98957938613111	FALSE
45398	0.00015302934274768	14	NA	0.971264367816092	0.971264367816092	FALSE
1908	1.37218940538398e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1892	2.45586201984828e-06	1	NA	NA	NA	FALSE
68179	7.3701634884863e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
1911	1.7667494021198e-06	6	NA	0.813586796345417	0.813586796345417	FALSE
1919	0	0	NA	NA	NA	FALSE
1077946	0.000124860892705889	12	NA	0.949896846448571	0.949896846448571	FALSE
665007	0.000598998472065537	15	NA	0.978927203065134	0.978927203065134	FALSE
1967	0.000211616234313245	9	NA	0.898004294556019	0.898004294556019	FALSE
68223	8.79728328547263e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
864058	2.18259121594344e-06	1	NA	NA	NA	FALSE
285569	2.45586201984828e-06	1	NA	NA	NA	FALSE
324833	8.68004805895509e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
39478	8.96647307953339e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
1914	4.98690981521424e-07	2	NA	0.630541871921182	0.630541871921182	FALSE
1437453	7.34584604114846e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
1915	0.000870379115656929	17	NA	0.98957938613111	0.98957938613111	FALSE
1916	0	0	NA	NA	NA	FALSE
1535768	0.00129480913217506	16	NA	0.984948002189381	0.984948002189381	FALSE
66425	0.000299738363406972	14	NA	0.971264367816092	0.971264367816092	FALSE
47763	0.00167175675841173	16	NA	0.984948002189381	0.984948002189381	FALSE
285483	2.18259121594344e-06	1	NA	NA	NA	FALSE
204925	2.18259121594344e-06	1	NA	NA	NA	FALSE
28894	5.43040442256938e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
193462	0.000125884979828703	15	NA	0.978927203065134	0.978927203065134	FALSE
40318	0.000163494375831674	15	NA	0.978927203065134	0.978927203065134	FALSE
1971	0	0	NA	NA	NA	FALSE
1921	7.12404626830583e-06	1	NA	NA	NA	FALSE
47716	0.000259176504410704	11	NA	0.935581659719591	0.935581659719591	FALSE
68246	0	0	NA	NA	NA	FALSE
68249	8.14645049934036e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
146923	7.9770545939896e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
1950	3.27732168440965e-06	4	NA	0.733695423350596	0.733695423350596	FALSE
58346	0.00023920643899505	12	NA	0.949896846448571	0.949896846448571	FALSE
1355015	0.00020387705342209	15	NA	0.978927203065134	0.978927203065134	FALSE
1617087	2.45586201984828e-06	1	NA	NA	NA	FALSE
67345	0.000131317542598677	13	NA	0.961685823754789	0.961685823754789	FALSE
1169025	2.10734018195478e-07	1	NA	NA	NA	FALSE
38300	0.00029660515308768	16	NA	0.984948002189381	0.984948002189381	FALSE
164348	0.000816809805751187	15	NA	0.978927203065134	0.978927203065134	FALSE
691266	2.45586201984828e-06	1	NA	NA	NA	FALSE
1926	8.49170585432996e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
1927	0.000248623167837391	16	NA	0.984948002189381	0.984948002189381	FALSE
68264	4.98233761316139e-06	1	NA	NA	NA	FALSE
